fold,regime,condition,model,auc,macro_f1,recall_0,accuracy
2,unseen_text,late,RF,0.5476564476680441,0.45121951219512196,0.0,0.8222222222222222
2,unseen_text,late,XGB,0.5145694526440078,0.5149172473867596,0.2323943661971831,0.7012345679012346
2,unseen_text,late_bc,LR,0.4557961541705322,0.4815217391304348,0.09859154929577464,0.7382716049382716
2,unseen_text,late_bc,RF,0.49521906890444467,0.4519621109607578,0.0,0.8246913580246914
2,unseen_text,late_bc,XGB,0.4544836383570887,0.46875,0.035211267605633804,0.7901234567901234
2,unseen_text,combined,LR,0.5608817576115375,0.49169393050541516,0.5492957746478874,0.5604938271604938
2,unseen_text,combined,RF,0.5431759719996626,0.4515910629654705,0.0,0.8234567901234567
2,unseen_text,combined,XGB,0.5342940878805769,0.5134407932434789,0.176056338028169,0.7320987654320987
2,unseen_text,combined_bc,LR,0.57493463776672,0.3122943185819395,0.8661971830985915,0.31234567901234567
2,unseen_text,combined_bc,RF,0.4698384920300245,0.4519621109607578,0.0,0.8246913580246914
2,unseen_text,combined_bc,XGB,0.4467139664333305,0.4552874107811521,0.02112676056338028,0.782716049382716
2,unseen_text,combined_ling,LR,0.5920447836720925,0.49647589307883166,0.5070422535211268,0.5765432098765432
2,unseen_text,combined_ling,RF,0.599355865733322,0.45084745762711864,0.0,0.8209876543209876
2,unseen_text,combined_ling,XGB,0.6043792696297545,0.583668543845535,0.28169014084507044,0.7728395061728395
2,unseen_text,combined_ling_bc,LR,0.5863624862950156,0.36118989968868903,0.7816901408450704,0.36666666666666664
2,unseen_text,combined_ling_bc,RF,0.49287867926119594,0.4519621109607578,0.0,0.8246913580246914
2,unseen_text,combined_ling_bc,XGB,0.5097937926962975,0.44972826086956524,0.0,0.817283950617284
2,unseen_both,text_only,LR,0.4648919753086419,0.465799886941775,0.4444444444444444,0.5333333333333333
2,unseen_both,text_only,RF,0.5597993827160493,0.5329873980726464,0.2777777777777778,0.6888888888888889
2,unseen_both,text_only,XGB,0.5706018518518519,0.5485636114911081,0.5,0.6333333333333333
2,unseen_both,majority,majority,0.5,0.4444444444444444,0.0,0.8
2,unseen_both,random,random,0.48611111111111116,0.48571428571428577,0.16666666666666666,0.6777777777777778
2,unseen_both,early,LR,0.5354938271604939,0.5373111076491666,0.4444444444444444,0.6333333333333333
2,unseen_both,early,RF,0.41087962962962965,0.48787061994609165,0.05555555555555555,0.7888888888888889
2,unseen_both,early,XGB,0.42438271604938266,0.4472714511317775,0.16666666666666666,0.6111111111111112
2,unseen_both,early_bc,LR,0.5,0.16666666666666666,1.0,0.2
2,unseen_both,early_bc,RF,0.4818672839506173,0.4444444444444444,0.0,0.8
2,unseen_both,early_bc,XGB,0.4610339506172839,0.48,0.1111111111111111,0.7111111111111111
2,unseen_both,late,LR,0.5077160493827161,0.4033656297807241,0.6111111111111112,0.4222222222222222
2,unseen_both,late,RF,0.4803240740740741,0.4409937888198758,0.0,0.7888888888888889
2,unseen_both,late,XGB,0.44212962962962965,0.46790540540540543,0.1111111111111111,0.6888888888888889
2,unseen_both,late_bc,LR,0.5462962962962963,0.4409937888198758,0.0,0.7888888888888889
2,unseen_both,late_bc,RF,0.5104166666666667,0.4444444444444444,0.0,0.8
2,unseen_both,late_bc,XGB,0.5952932098765432,0.4409937888198758,0.0,0.7888888888888889
2,unseen_both,combined,LR,0.5401234567901235,0.4665948275862069,0.5555555555555556,0.5111111111111111
2,unseen_both,combined,RF,0.5320216049382717,0.4444444444444444,0.0,0.8
2,unseen_both,combined,XGB,0.4135802469135802,0.5253682487725041,0.2777777777777778,0.6777777777777778
2,unseen_both,combined_bc,LR,0.5532407407407407,0.16666666666666666,1.0,0.2
2,unseen_both,combined_bc,RF,0.4324845679012346,0.4444444444444444,0.0,0.8
2,unseen_both,combined_bc,XGB,0.5706018518518519,0.4375,0.0,0.7777777777777778
2,unseen_both,combined_ling,LR,0.5030864197530864,0.45564516129032256,0.3888888888888889,0.5333333333333333
2,unseen_both,combined_ling,RF,0.5590277777777777,0.4444444444444444,0.0,0.8
2,unseen_both,combined_ling,XGB,0.5362654320987654,0.56,0.2222222222222222,0.7555555555555555
2,unseen_both,combined_ling_bc,LR,0.5223765432098766,0.16666666666666666,1.0,0.2
2,unseen_both,combined_ling_bc,RF,0.4429012345679012,0.4444444444444444,0.0,0.8
2,unseen_both,combined_ling_bc,XGB,0.59375,0.4444444444444444,0.0,0.8
3,unseen_reader,text_only,LR,0.6329250346260388,0.5211505594980805,0.6,0.5861678004535147
3,unseen_reader,text_only,RF,0.6315659626038782,0.5460995203293608,0.5125,0.6394557823129252
3,unseen_reader,text_only,XGB,0.6281639542936288,0.5309671036359139,0.55,0.6099773242630385
3,unseen_reader,majority,majority,0.5,0.45012468827930174,0.0,0.81859410430839
3,unseen_reader,random,random,0.5120671745152354,0.5116774438950171,0.2125,0.7029478458049887
3,unseen_reader,early,LR,0.5389802631578948,0.48482851580050923,0.5,0.5578231292517006
3,unseen_reader,early,RF,0.546875,0.4543286626496537,0.00625,0.8129251700680272
3,unseen_reader,early,XGB,0.495178324099723,0.5081378056840714,0.21875,0.6938775510204082
3,unseen_reader,early_bc,LR,0.513573407202216,0.15355086372360843,1.0,0.18140589569160998
3,unseen_reader,early_bc,RF,0.4465244113573407,0.45012468827930174,0.0,0.81859410430839
3,unseen_reader,early_bc,XGB,0.4497662742382271,0.4457605710802642,0.33125,0.546485260770975
3,unseen_reader,late,LR,0.5298563019390581,0.44952895380831015,0.55625,0.4977324263038549
3,unseen_reader,late,RF,0.4833492036011081,0.4497816593886463,0.0,0.8174603174603174
3,unseen_reader,late,XGB,0.45321156509695293,0.49745718733783084,0.1875,0.6950113378684807
3,unseen_reader,late_bc,LR,0.509643351800554,0.45012468827930174,0.0,0.81859410430839
3,unseen_reader,late_bc,RF,0.5394260734072023,0.45012468827930174,0.0,0.81859410430839
